57 57
12 0.00000000000000e+00 2.44929359829500e-17 1.00000000000000e-01
293 0.00000000000000e+00 -1.10008220994079e-02 9.93930677317950e-02
294 0.00000000000000e+00 -2.18681091206375e-02 9.75796382627436e-02
295 0.00000000000000e+00 -3.24699469204683e-02 9.45817241700635e-02
296 0.00000000000000e+00 -4.26776435496403e-02 9.04357160697578e-02
297 0.00000000000000e+00 -5.23672913987877e-02 8.51919408838328e-02
298 0.00000000000000e+00 -6.14212712689667e-02 7.89140509396395e-02
299 0.00000000000000e+00 -6.97296801093994e-02 7.16782513168452e-02
300 0.00000000000000e+00 -7.71916650916320e-02 6.35723748209970e-02
301 0.00000000000000e+00 -8.37166478262527e-02 5.46948158122429e-02
302 0.00000000000000e+00 -8.92254238618393e-02 4.51533358310892e-02
303 0.00000000000000e+00 -9.36511241197054e-02 3.50637555192757e-02
304 0.00000000000000e+00 -9.69400265939330e-02 2.45485487140802e-02
305 0.00000000000000e+00 -9.90522084637503e-02 1.37353557818411e-02
306 0.00000000000000e+00 -9.99620307024951e-02 2.75543423681649e-03
307 0.00000000000000e+00 -9.96584493006670e-02 -8.25793454723294e-03
308 0.00000000000000e+00 -9.81451493252418e-02 -1.91710631923736e-02
309 0.00000000000000e+00 -9.54405001879509e-02 -2.98514811001691e-02
310 0.00000000000000e+00 -9.15773326655059e-02 -4.01695424652965e-02
311 0.00000000000000e+00 -8.66025403784441e-02 -4.99999999999995e-02
312 0.00000000000000e+00 -8.05765105660982e-02 -5.92235252664975e-02
313 0.00000000000000e+00 -7.35723910673136e-02 -6.77281571625737e-02
314 0.00000000000000e+00 -6.56752024047739e-02 -7.54106609776892e-02
315 0.00000000000000e+00 -5.69808057510271e-02 -8.21777815225242e-02
316 0.00000000000000e+00 -4.75947393037080e-02 -8.79473751206486e-02
317 0.00000000000000e+00 -3.76309371947843e-02 -9.26494067214799e-02
318 0.00000000000000e+00 -2.72103464845344e-02 -9.62268000309248e-02
319 0.00000000000000e+00 -1.64594590280744e-02 -9.86361303402721e-02
320 0.00000000000000e+00 -5.50877603558762e-03 -9.98481516433316e-02
321 0.00000000000000e+00 5.50877603558534e-03 -9.98481516433317e-02
322 0.00000000000000e+00 1.64594590280722e-02 -9.86361303402725e-02
323 0.00000000000000e+00 2.72103464845322e-02 -9.62268000309254e-02
324 0.00000000000000e+00 3.76309371947822e-02 -9.26494067214807e-02
325 0.00000000000000e+00 4.75947393037061e-02 -8.79473751206496e-02
326 0.00000000000000e+00 5.69808057510253e-02 -8.21777815225254e-02
327 0.00000000000000e+00 6.56752024047721e-02 -7.54106609776908e-02
328 0.00000000000000e+00 7.35723910673119e-02 -6.77281571625755e-02
329 0.00000000000000e+00 8.05765105660968e-02 -5.92235252664994e-02
330 0.00000000000000e+00 8.66025403784429e-02 -5.00000000000016e-02
331 0.00000000000000e+00 9.15773326655051e-02 -4.01695424652985e-02
332 0.00000000000000e+00 9.54405001879503e-02 -2.98514811001710e-02
333 0.00000000000000e+00 9.81451493252415e-02 -1.91710631923752e-02
334 0.00000000000000e+00 9.96584493006669e-02 -8.25793454723469e-03
335 0.00000000000000e+00 9.99620307024952e-02 2.75543423681492e-03
336 0.00000000000000e+00 9.90522084637505e-02 1.37353557818395e-02
337 0.00000000000000e+00 9.69400265939333e-02 2.45485487140788e-02
338 0.00000000000000e+00 9.36511241197058e-02 3.50637555192745e-02
339 0.00000000000000e+00 8.92254238618398e-02 4.51533358310881e-02
340 0.00000000000000e+00 8.37166478262533e-02 5.46948158122421e-02
341 0.00000000000000e+00 7.71916650916326e-02 6.35723748209962e-02
342 0.00000000000000e+00 6.97296801094000e-02 7.16782513168447e-02
343 0.00000000000000e+00 6.14212712689672e-02 7.89140509396391e-02
344 0.00000000000000e+00 5.23672913987883e-02 8.51919408838324e-02
345 0.00000000000000e+00 4.26776435496407e-02 9.04357160697576e-02
346 0.00000000000000e+00 3.24699469204686e-02 9.45817241700634e-02
347 0.00000000000000e+00 2.18681091206378e-02 9.75796382627435e-02
348 0.00000000000000e+00 1.10008220994080e-02 9.93930677317949e-02
286 102 12 293 
287 102 293 294 
288 102 294 295 
289 102 295 296 
290 102 296 297 
291 102 297 298 
292 102 298 299 
293 102 299 300 
294 102 300 301 
295 102 301 302 
296 102 302 303 
297 102 303 304 
298 102 304 305 
299 102 305 306 
300 102 306 307 
301 102 307 308 
302 102 308 309 
303 102 309 310 
304 102 310 311 
305 102 311 312 
306 102 312 313 
307 102 313 314 
308 102 314 315 
309 102 315 316 
310 102 316 317 
311 102 317 318 
312 102 318 319 
313 102 319 320 
314 102 320 321 
315 102 321 322 
316 102 322 323 
317 102 323 324 
318 102 324 325 
319 102 325 326 
320 102 326 327 
321 102 327 328 
322 102 328 329 
323 102 329 330 
324 102 330 331 
325 102 331 332 
326 102 332 333 
327 102 333 334 
328 102 334 335 
329 102 335 336 
330 102 336 337 
331 102 337 338 
332 102 338 339 
333 102 339 340 
334 102 340 341 
335 102 341 342 
336 102 342 343 
337 102 343 344 
338 102 344 345 
339 102 345 346 
340 102 346 347 
341 102 347 348 
342 102 348 12 
